X,Y,Z,Intensity
11.069969,-6.8016253,47.00219,13.0
9.94368,-6.060145,41.869175,13.0
10.844804,-6.556252,45.286865,12.0
9.409101,-5.642976,38.969902,12.0
11.78543,-7.0122795,48.41545,12.0
13.862377,-8.183373,56.488506,14.0
15.59963,-9.137272,63.05891,15.0
19.016474,-11.052643,76.26012,15.0
20.793116,-11.992661,82.72703,15.0
23.31701,-13.346095,92.041985,14.0
25.33779,-14.393305,99.24105,12.0
38.323833,-21.60707,148.94472,8.0
53.769283,-30.089909,207.3708,6.0
65.99707,-36.660206,252.59128,6.0
65.91418,-36.34598,250.36629,6.0
71.35192,-39.058346,268.98532,7.0
72.2857,-39.28386,270.47263,7.0
75.35698,-40.65946,279.8752,8.0
76.791176,-41.138454,283.10254,8.0
77.31803,-41.128044,282.9606,8.0
73.62463,-38.88864,267.4866,8.0
77.76532,-40.789585,280.49115,7.0
81.10154,-42.24519,290.42697,8.0
82.40189,-42.62761,292.98117,8.0
84.20573,-43.263496,297.27518,7.0
82.86897,-42.288116,290.49783,8.0
82.53288,-41.833073,287.29697,8.0
83.947586,-42.2656,290.19122,8.0
89.00955,-44.5165,305.56488,8.0
86.13375,-42.793964,293.66312,8.0
85.651955,-42.275627,290.02844,8.0
86.1898,-42.264038,289.87076,8.0
84.08964,-40.96741,280.90143,8.0
90.414764,-43.76575,300.00684,8.0
10.319098,-14.598312,103.36015,7.0
10.80817,-15.004338,106.22498,8.0
10.032959,-13.6725445,96.78716,8.0
9.374249,-12.544659,88.79429,9.0
8.375471,-11.009676,77.9216,9.0
8.256832,-10.664928,75.47403,9.0
8.299347,-10.536565,74.55798,9.0
8.119246,-10.134641,71.70646,9.0
6.1716943,-7.5763054,53.599583,10.0
5.914876,-7.1429524,50.52833,10.0
5.047022,-5.9973755,42.420033,11.0
4.632427,-5.41801,38.31787,13.0
4.113981,-4.7370343,33.498013,15.0
4.0202856,-4.5584645,32.231564,17.0
3.8307385,-4.278218,30.246502,19.0
3.6856897,-4.0552363,28.666662,23.0
2.901601,-3.1459181,22.235987,28.0
3.3420262,-3.5712852,25.2395,35.0
3.269062,-3.443759,24.335228,41.0
2.9786189,-3.0939045,21.860258,47.0
2.6850371,-2.7504864,19.431343,52.0
3.2371473,-3.2709332,23.105171,56.0
3.000459,-2.991076,21.125566,62.0
3.653556,-3.5938857,25.37978,66.0
3.3679228,-3.2696073,23.086658,69.0
4.0209084,-3.853158,27.203417,70.0
3.971591,-3.7574112,26.5238,72.0
3.8517842,-3.5982244,25.396559,75.0
3.2600467,-3.007606,21.224937,75.0
3.2374058,-2.9500685,20.815926,72.0
3.8756044,-3.488813,24.6138,71.0
4.0860076,-3.6341646,25.63552,68.0
4.213687,-3.7033699,26.119837,67.0
4.2483034,-3.6901217,26.022505,64.0
4.511455,-3.8733928,27.310791,61.0
4.786936,-4.0629387,28.642872,58.0
4.6369715,-3.8911831,27.427786,56.0
5.383509,-4.467173,31.482836,53.0
5.543142,-4.548808,32.053093,51.0
5.2756953,-4.2820196,30.168344,48.0
6.5078216,-5.2249713,36.805813,44.0
7.6294074,-6.059951,42.680607,41.0
9.361203,-7.356812,51.805916,35.0
10.728481,-8.343045,58.741055,27.0
12.483703,-9.607399,67.6316,23.0
15.543427,-11.83946,83.33005,19.0
22.698397,-17.11389,120.43247,14.0
28.789408,-21.488173,151.18849,12.0
35.81767,-26.468002,186.1933,11.0
44.72322,-32.72329,230.15625,9.0
49.06465,-35.549618,249.99007,9.0
49.745544,-35.694725,250.96503,9.0
51.4884,-36.591766,257.22498,9.0
53.990868,-38.00654,267.1209,9.0
54.25666,-37.83503,265.86594,9.0
54.68239,-37.77721,265.40964,9.0
54.74668,-37.473053,263.22278,9.0
56.255077,-38.153893,267.95383,8.0
53.047592,-35.65291,250.34105,7.0
52.095623,-34.6991,243.59618,7.0
50.401566,-33.27236,233.53412,7.0
51.803345,-33.89646,237.86731,7.0
49.108032,-31.852224,223.47713,6.0
47.32,-30.426767,213.43285,6.0
44.594418,-28.428112,199.37231,7.0
37.51796,-23.71347,166.27332,8.0
28.728867,-18.00505,126.220985,9.0
20.5503,-12.771585,89.514046,12.0
18.786024,-11.578248,81.132996,12.0
15.671581,-9.579261,67.11108,13.0
13.93799,-8.450063,59.187355,13.0
11.651373,-7.006587,49.066093,12.0
9.506306,-5.670734,39.70265,12.0
9.516698,-5.631705,39.42072,12.0
13.480059,-7.9140573,55.384403,12.0
14.296148,-8.327358,58.263763,14.0
17.277225,-9.985501,69.849495,14.0
20.01657,-11.479406,80.281265,14.0
21.005745,-11.954398,83.584,14.0
23.320147,-13.17062,92.06647,14.0
24.612675,-13.795717,96.413666,13.0
36.56777,-20.343191,142.13852,9.0
54.32235,-29.99569,209.53136,6.0
62.3981,-34.20073,238.84837,6.0
67.664825,-36.8158,257.04974,6.0
72.38377,-39.096973,272.91113,7.0
71.93276,-38.5729,269.18747,7.0
74.36582,-39.591797,276.2304,8.0
75.449295,-39.882793,278.19208,8.0
78.45101,-41.176514,287.14474,7.0
80.39197,-41.89923,292.1115,7.0
78.05418,-40.39738,281.57007,7.0
82.087326,-42.19083,293.99582,8.0
82.63375,-42.179863,293.8443,8.0
82.89574,-42.024834,292.68896,8.0
83.43941,-42.01375,292.536,8.0
83.419685,-41.72105,290.42218,8.0
86.45191,-42.94844,298.8876,7.0
88.9201,-43.881184,305.29803,7.0
89.37175,-43.813038,304.74283,7.0
85.77894,-41.77606,290.49667,8.0
86.76956,-41.983307,291.85907,8.0
89.44167,-42.996185,298.81924,8.0
93.21186,-44.52052,309.32867,7.0
8.425604,-11.759169,84.40517,8.0
9.906126,-13.56698,97.37219,8.0
9.441014,-12.692689,91.08858,8.0
9.061548,-11.962978,85.84351,9.0
8.105432,-10.5112915,75.41908,10.0
7.97708,-10.164899,72.92636,9.0
7.884423,-9.875055,70.83969,9.0
7.7634964,-9.560148,68.573524,10.0
5.7941813,-7.0171323,50.327522,10.0
4.9832735,-5.9369216,42.575577,11.0
4.5445285,-5.3275733,38.20156,13.0
4.0620685,-4.68698,33.604427,15.0
3.5677645,-4.0527983,29.054234,17.0
3.420781,-3.8264976,27.428757,19.0
3.131034,-3.4497108,24.725035,23.0
3.0159647,-3.2736943,23.460705,28.0
2.321589,-2.4831882,17.793463,35.0
2.8547788,-3.0095508,21.562532,41.0
3.6314332,-3.7740026,27.036266,47.0
3.3643904,-3.447568,24.694662,53.0
3.1071181,-3.140014,22.488825,56.0
2.923249,-2.9140003,20.86743,63.0
3.1792526,-3.12665,22.387318,66.0
3.466821,-3.3642972,24.08573,70.0
3.0675068,-2.9378755,21.030071,73.0
4.0346932,-3.8143241,27.300215,74.0
3.5091522,-3.2752233,23.4385,76.0
3.2136445,-2.9616833,21.191763,77.0
3.1504216,-2.8673468,20.51387,77.0
3.4188764,-3.073498,21.985601,76.0
3.9677367,-3.5236733,25.202196,72.0
4.0580244,-3.5606933,25.463253,71.0
4.575055,-3.966849,28.36357,68.0
3.9714506,-3.4032104,24.329828,65.0
4.179743,-3.5402913,25.306002,63.0
4.6232553,-3.8711956,27.667072,60.0
5.1511974,-4.2645187,30.473396,57.0
5.3765874,-4.401377,31.446438,55.0
5.5438795,-4.4881763,32.061516,51.0
5.3310337,-4.268693,30.488745,47.0
6.5560226,-5.19282,37.08323,44.0
8.029084,-6.2915673,44.922314,39.0
9.072389,-7.0338683,50.2141,35.0
11.38933,-8.737741,62.367462,26.0
14.409981,-10.940582,78.07752,20.0
17.655891,-13.267508,94.66749,17.0
23.532259,-17.503775,124.87295,14.0
30.573214,-22.512432,160.57703,11.0
40.025253,-29.17914,208.09283,9.0
44.70323,-32.268402,230.08322,9.0
48.416656,-34.60793,246.72046,9.0
48.968033,-34.66387,247.07454,9.0
49.707577,-34.85068,248.3606,8.0
50.847034,-35.311672,251.59937,8.0
54.725952,-37.648617,268.20032,9.0
53.97643,-36.787575,262.01715,9.0
54.366405,-36.71188,261.4283,9.0
55.387375,-37.05976,263.85504,8.0
53.355232,-35.376995,251.8255,7.0
50.283028,-33.04099,235.15108,7.0
51.37379,-33.457687,238.0698,7.0
52.23451,-33.718536,239.8782,6.0
49.435497,-31.63304,224.99652,6.0
48.85641,-30.991844,220.3913,6.0
42.908913,-26.985456,191.86165,6.0
36.545467,-22.787895,161.9844,8.0
28.73268,-17.765064,126.254135,9.0
20.786238,-12.74434,90.553505,11.0
19.953854,-12.132481,86.1878,12.0
14.457689,-8.718322,61.92081,13.0
14.3345585,-8.573516,60.879272,12.0
11.495872,-6.820028,48.417534,12.0
11.586358,-6.818507,48.39617,12.0
12.048993,-7.0342736,49.91665,12.0
13.481847,-7.8085723,55.398937,12.0
14.784005,-8.495623,60.259842,13.0
17.279518,-9.8524065,69.86783,14.0
18.243149,-10.32154,73.17803,14.0
20.389982,-11.447783,81.14434,14.0
23.946377,-13.34227,94.55107,14.0
25.389387,-14.039532,99.469154,13.0
37.48721,-20.574001,145.7313,9.0
56.945377,-31.020855,219.67737,6.0
62.440735,-33.763466,239.0426,6.0
68.08911,-36.54803,258.69513,6.0
68.536095,-36.52047,258.43768,7.0
71.59129,-37.873096,267.94443,7.0
72.80874,-38.241104,270.48178,8.0
75.649086,-39.450203,278.965,8.0
78.96305,-40.887455,289.05646,8.0
78.41839,-40.32055,284.9774,8.0
80.00159,-40.84801,288.63263,8.0
80.964714,-41.053757,290.01285,8.0
82.71831,-41.654743,294.18317,8.0
82.90671,-41.46471,292.76575,8.0
82.89105,-41.1759,290.65125,8.0
84.14391,-41.516865,292.98163,8.0
86.23669,-42.26492,298.18225,7.0
86.78999,-42.253563,298.0233,7.0
88.32495,-42.717106,301.21255,7.0
85.96998,-41.305595,291.18152,8.0
88.356766,-42.175896,297.23642,8.0
88.58275,-42.010174,295.98813,8.0
91.74651,-43.23086,304.5054,8.0
8.291662,-11.414342,83.07405,8.0
8.036019,-10.855604,79.00014,8.0
8.120052,-10.767813,78.353775,9.0
7.283489,-9.484405,69.00813,9.0
7.123447,-9.111793,66.29047,10.0
6.115411,-7.6863184,55.914177,9.0
5.7950315,-7.1591115,52.07368,10.0
5.51622,-6.700119,48.730003,10.0
4.9448767,-5.906861,42.956085,12.0
4.5571833,-5.3552136,38.940186,13.0
3.9722986,-4.5932083,33.39565,15.0
3.7254102,-4.23988,30.823294,17.0
3.3196707,-3.7195244,27.037336,20.0
2.9893687,-3.2982938,23.97265,24.0
2.54501,-2.7657828,20.099918,28.0
2.837227,-3.0376632,22.073162,33.0
2.8144162,-2.969246,21.573425,41.0
3.5748894,-3.7172813,27.005085,48.0
3.4026525,-3.4879906,25.336224,53.0
3.377067,-3.4133415,24.790884,58.0
2.952459,-2.9430068,21.372164,63.0
3.0556674,-3.0044396,21.815483,69.0
2.9885075,-2.8989599,21.046843,73.0
3.1767216,-3.040715,22.07309,76.0
3.342647,-3.157709,22.919302,78.0
3.7171748,-3.4662008,25.154993,78.0
3.3686914,-3.1012268,22.503206,79.0
3.1121392,-2.829003,20.525034,80.0
3.178353,-2.8532994,20.698395,79.0
3.482001,-3.0875356,22.394396,77.0
3.813192,-3.3402197,24.223661,75.0
3.9159002,-3.389106,24.5746,71.0
4.041589,-3.4564886,25.05949,70.0
4.01578,-3.3942451,24.604548,68.0
4.468333,-3.733091,27.056713,64.0
4.564102,-3.769522,27.316574,62.0
4.978129,-4.06501,29.453327,59.0
5.1786995,-4.18154,30.292912,56.0
5.714496,-4.563182,33.05246,51.0
5.620567,-4.4391246,32.148727,45.0
5.957216,-4.6541433,33.70047,43.0
7.3204236,-5.657997,40.962635,35.0
8.412803,-6.433495,46.569366,32.0
11.692083,-8.847622,64.03351,24.0
14.806718,-11.088417,80.23742,19.0
21.198156,-15.712002,113.67497,14.0
28.705732,-21.060587,152.34526,11.0
35.417694,-25.723812,186.04506,9.0
41.811153,-30.065212,217.40561,9.0
47.06903,-33.51255,242.29071,9.0
47.87314,-33.75254,243.98203,9.0
50.401913,-35.192104,254.3419,8.0
50.87934,-35.185513,254.24776,8.0
51.7246,-35.431015,255.97446,8.0
52.132397,-35.375057,255.52254,8.0
52.611736,-35.36824,255.42522,8.0
55.647045,-37.06397,267.6207,8.0
55.376007,-36.546627,263.83466,8.0
53.568905,-35.03406,252.86632,7.0
52.696995,-34.154766,246.47166,7.0
53.72295,-34.510242,248.98781,6.0
52.897133,-33.6804,242.9523,6.0
51.212273,-32.322872,233.113,6.0
45.82176,-28.670248,206.72842,6.0
41.51966,-25.755497,185.67354,6.0
34.70478,-21.344889,153.84544,8.0
27.107006,-16.531265,119.12601,9.0
20.839664,-12.602773,90.797874,11.0
19.148802,-11.484136,82.72108,12.0
14.748155,-8.772142,63.172928,12.0
14.918203,-8.80086,63.366142,12.0
13.235594,-7.7450047,55.751915,12.0
12.91763,-7.4982386,53.9638,12.0
11.954844,-6.8840885,49.53295,12.0
13.48361,-7.703045,55.41328,12.0
15.390767,-8.723635,62.741047,13.0
18.054451,-10.153811,73.010544,14.0
18.19071,-10.151458,72.977036,14.0
20.569397,-11.390957,81.868835,14.0
23.381931,-12.850038,92.334206,13.0
24.619156,-13.427888,96.463936,13.0
37.345303,-20.21649,145.19823,9.0
54.47314,-29.26927,210.1672,6.0
61.94482,-33.038334,237.17447,6.0
69.782585,-36.946003,265.16318,6.0
72.030975,-37.85912,271.65106,7.0
71.60064,-37.36128,268.01376,7.0
75.88181,-39.311428,281.93423,7.0
78.62507,-40.44276,289.9764,8.0
79.39146,-40.548443,290.66196,8.0
80.12445,-40.63571,291.21466,8.0
80.15733,-40.36917,289.2316,7.0
82.40147,-41.212254,295.19708,8.0
82.58186,-41.018692,293.73553,8.0
83.102806,-40.995766,293.49585,8.0
82.71538,-40.52808,290.07245,8.0
80.50088,-39.177513,280.33286,7.0
81.424194,-39.36188,281.57812,7.0
86.14219,-41.36604,295.83673,7.0
88.33648,-42.139835,301.2905,7.0
87.046646,-41.25234,294.86603,8.0
88.74289,-41.78232,298.57367,8.0
90.375015,-42.275448,302.0155,8.0
89.60051,-41.64371,297.42105,8.0
7.869539,-10.683393,78.854805,8.0
6.5186386,-8.684014,64.09127,8.0
6.0604525,-7.9254575,58.487247,9.0
6.2329187,-8.004103,59.06189,9.0
5.3565927,-6.7569823,49.85452,10.0
5.317792,-6.591355,48.62758,10.0
5.2392635,-6.3829904,47.085556,10.0
4.787799,-5.73492,42.30052,12.0
4.458221,-5.2518625,38.733414,12.0
3.8780575,-4.494124,33.141388,15.0
3.8550189,-4.395936,32.41376,17.0
3.377779,-3.791065,27.950598,20.0
2.6958544,-2.9787865,21.95939,24.0
2.759774,-3.0028517,22.13426,28.0
2.5851986,-2.7705946,20.419899,33.0
2.906944,-3.069253,22.618408,42.0
3.512611,-3.654588,26.928717,49.0
3.9501383,-4.0506587,29.843527,54.0
3.6927168,-3.7329674,27.499523,59.0
3.43869,-3.427548,25.246445,64.0
2.9528406,-2.9026718,21.377626,69.0
2.974316,-2.883998,21.23737,73.0
3.097233,-2.9628675,21.815308,77.0
3.3385715,-3.1514308,23.200619,79.0
3.074848,-2.8645449,21.085764,83.0
3.2802842,-3.0164957,22.201254,83.0
3.208053,-2.9124894,21.43283,83.0
3.343604,-2.9973662,22.054365,81.0
3.4264598,-3.0334818,22.31696,80.0
4.283415,-3.7456198,27.552147,78.0
4.4410744,-3.8364098,28.215908,76.0
4.0305467,-3.4400752,25.297266,75.0
4.3236156,-3.6465366,26.811556,70.0
4.4398365,-3.7007592,27.206161,69.0
4.3433375,-3.5784688,26.303162,66.0
4.4825134,-3.6509259,26.831644,62.0
4.978773,-4.009298,29.460855,59.0
5.018946,-3.9964888,29.362135,56.0
5.553046,-4.3729215,32.122692,51.0
6.097543,-4.7492228,34.88135,45.0
6.928625,-5.3381906,39.200768,37.0
7.752039,-5.908715,43.38328,33.0
9.364885,-7.0625134,51.84619,28.0
12.678918,-9.461662,69.44683,21.0
16.347084,-12.072622,88.595825,17.0
24.250967,-17.726097,130.06207,12.0
33.083015,-23.93633,175.59827,10.0
37.423145,-26.80439,196.6043,9.0
42.51864,-30.151028,221.11223,9.0
44.714874,-31.396044,230.20161,9.0
48.03645,-33.399204,244.84523,8.0
50.27624,-34.61877,253.73975,8.0
51.47306,-35.10371,257.24707,8.0
53.509247,-36.146473,264.8397,8.0
54.368618,-36.382156,266.5168,8.0
53.59718,-35.53231,260.2423,8.0
54.638985,-35.889145,262.80585,8.0
54.78714,-35.657837,261.06198,8.0
53.106033,-34.250927,250.71303,7.0
51.964436,-33.214096,243.07605,7.0
51.530594,-32.644047,238.8571,6.0
52.49887,-32.964447,241.15353,6.0
50.800575,-31.619514,231.2682,6.0
45.317505,-27.96253,204.47926,6.0
42.385796,-25.92909,189.5708,6.0
32.21507,-19.539545,142.82663,8.0
28.5792,-17.188004,125.61166,9.0
21.491459,-12.817169,93.64956,10.0
19.028574,-11.254178,82.21208,11.0
16.275572,-9.54674,69.72434,11.0
15.356512,-8.934127,65.23612,11.0
13.05927,-7.5361247,55.016136,12.0
11.589371,-6.6341777,48.421066,12.0
11.8819275,-6.7474594,49.23704,12.0
15.028981,-8.467141,61.77206,12.0
15.792427,-8.827485,64.38656,13.0
17.55611,-9.736976,71.00426,13.0
19.158089,-10.543428,76.867645,13.0
20.892456,-11.409828,83.16515,13.0
22.783909,-12.348187,89.984,13.0
26.236908,-14.112312,102.815674,12.0
36.69505,-19.589724,142.68808,9.0
54.480175,-28.868149,210.22087,6.0
62.365288,-32.802513,238.8145,6.0
66.22582,-34.577927,251.67989,7.0
71.91243,-37.27402,271.23825,7.0
72.68653,-37.403294,272.11282,7.0
72.87477,-37.231407,270.796,7.0
77.04516,-39.08195,284.1855,7.0
76.68966,-38.626766,280.80585,7.0
78.58308,-39.302757,285.6486,8.0
81.1849,-40.32115,292.97635,7.0
82.58275,-40.731644,295.88394,8.0
82.383865,-40.354362,293.06833,8.0
84.64532,-41.17916,298.98138,8.0
82.614105,-39.9186,289.75397,8.0
82.62633,-39.65574,287.77084,7.0
84.05469,-40.071503,290.71155,7.0
86.242004,-40.84117,296.21704,7.0
88.94745,-41.84443,303.41272,7.0
87.94369,-41.101013,297.94238,7.0
87.02314,-40.40593,292.82465,8.0
89.06067,-41.08442,297.66086,8.0
91.01161,-41.714504,302.1433,8.0
5.349086,-7.15986,53.605915,9.0
4.6888776,-6.158822,46.106815,9.0
5.724748,-7.3814335,55.254387,9.0
5.7768903,-7.3144283,54.747494,9.0
5.0230494,-6.2473626,46.756027,10.0
4.3523703,-5.319052,39.80443,11.0
4.6231728,-5.553402,41.5539,12.0
4.354953,-5.1432776,38.4811,13.0
3.8055236,-4.4200916,33.06685,15.0
3.778425,-4.317245,32.293972,17.0
3.6091857,-4.0578785,30.350533,20.0
2.9810925,-3.2989101,24.671156,25.0
2.9006224,-3.160088,23.630299,28.0
2.8386652,-3.0453665,22.76983,33.0
2.8304129,-2.9908445,22.359577,42.0
3.4853094,-3.628293,27.121944,48.0
3.5775719,-3.669963,27.430145,55.0
3.5877063,-3.6273983,27.108711,59.0
3.355249,-3.3442438,24.989527,65.0
3.078081,-3.0250716,22.601711,72.0
2.8167238,-2.7300282,20.394724,74.0
3.0501628,-2.9160564,21.781649,77.0
3.2059808,-3.0238779,22.584084,82.0
3.1839952,-2.9633608,22.129183,83.0
3.1799285,-2.9208846,21.80907,85.0
3.1547763,-2.8603873,21.354465,86.0
3.1614766,-2.8299434,21.124285,85.0
3.2624686,-2.883608,21.521873,83.0
4.0943847,-3.5739574,26.670555,81.0
4.3466535,-3.7476034,27.962397,79.0
4.462792,-3.8010936,28.357416,78.0
3.973983,-3.344222,24.945356,76.0
4.172568,-3.4697802,25.878101,73.0
5.0903955,-4.183506,31.1965,70.0
5.400315,-4.3869,32.708263,67.0
4.4980288,-3.6121745,26.927868,62.0
4.563827,-3.6236002,27.008862,58.0
4.966105,-3.8989441,29.056616,54.0
5.3760962,-4.1741924,31.10296,48.0
5.8016033,-4.45534,33.192547,44.0
6.716414,-5.102107,38.004845,35.0
8.494829,-6.384058,47.546127,28.0
9.285477,-6.9044037,51.412964,26.0
14.29309,-10.516626,78.29795,18.0
17.99478,-13.103067,97.53793,15.0
28.368439,-20.444881,152.1637,10.0
32.096546,-22.896858,170.38347,9.0
40.22611,-28.407879,211.35608,8.0
45.752327,-31.98903,237.95818,9.0
46.38073,-32.108917,238.80753,9.0
50.190216,-34.407204,255.85493,8.0
50.996563,-34.622223,257.4072,8.0
50.42975,-33.909786,252.06427,8.0
52.213856,-34.776676,258.46045,8.0
53.133766,-35.0571,260.49594,8.0
53.62231,-35.050343,260.39673,8.0
54.41518,-35.240807,261.76196,8.0
54.90589,-35.23389,261.6604,8.0
53.479294,-34.007862,252.5066,7.0
51.146263,-32.23261,239.27866,7.0
53.583725,-33.46856,248.40479,6.0
56.200146,-34.793537,258.18747,7.0
54.844757,-33.657898,249.71031,6.0
43.743484,-26.61271,197.40161,6.0
41.69853,-25.150867,186.52019,6.0
32.21917,-19.267931,142.8626,8.0
27.224628,-16.143684,119.67293,9.0
22.092665,-12.990913,96.2813,10.0
17.548195,-10.233057,75.82561,11.0
15.896215,-9.193438,68.107666,10.0
14.308936,-8.207904,60.79348,11.0
13.720786,-7.8068085,57.81017,11.0
12.678144,-7.155639,52.976627,12.0
13.457968,-7.535262,55.774883,12.0
14.484122,-8.045718,59.539997,12.0
15.221861,-8.389215,62.06806,12.0
17.601885,-9.625437,71.19826,13.0
19.13859,-10.384968,76.79897,13.0
21.668596,-11.667718,86.26543,13.0
22.95378,-12.265767,90.6662,13.0
24.726383,-13.113291,96.90839,12.0
35.59274,-18.734745,138.419,8.0
51.847504,-27.08781,200.0872,7.0
62.911804,-32.62585,240.93729,6.0
65.01089,-33.4675,247.0935,7.0
67.31896,-34.40371,253.94434,7.0
70.03888,-35.535362,262.23364,7.0
73.48511,-37.016666,273.09802,7.0
76.995605,-38.509026,284.03812,8.0
77.5597,-38.517086,284.02698,7.0
78.47275,-38.697113,285.2831,7.0
81.3042,-39.81406,293.4435,7.0
85.653595,-41.65374,306.92468,7.0
85.38913,-41.23981,303.797,8.0
85.59504,-41.057167,302.37366,8.0
81.18202,-38.676464,284.7667,8.0
82.27382,-38.932743,286.57883,7.0
82.805565,-38.922356,286.4271,7.0
83.12132,-38.811253,285.53397,7.0
87.81039,-40.73014,299.5714,7.0
88.36573,-40.719055,299.40958,7.0
89.35992,-40.90901,300.7252,7.0
88.22688,-40.12898,294.91098,7.0
91.20629,-41.21744,302.82736,8.0
4.809376,-6.345866,48.20315,9.0
4.2902637,-5.5550747,42.192356,9.0
4.3700485,-5.554536,42.184235,9.0
5.087537,-6.3499594,48.22044,9.0
4.0354147,-4.9475994,37.567455,12.0
4.057134,-4.8877044,37.10893,12.0
4.021963,-4.762491,36.15457,13.0
3.4731789,-4.043531,30.693373,15.0
3.9615602,-4.535866,34.426914,17.0
3.4679441,-3.9061153,29.643955,20.0
2.9401948,-3.2586899,24.727869,24.0
2.5570974,-2.789455,21.164827,29.0
2.5970736,-2.7891335,21.16,35.0
2.676311,-2.8303428,21.470175,42.0
2.7282453,-2.8418725,21.555128,48.0
3.1273453,-3.209327,24.339336,54.0
3.4783053,-3.517371,26.672325,60.0
3.2965817,-3.2856348,24.912033,65.0
3.0357952,-2.9827907,22.613049,72.0
2.9560633,-2.8638244,21.70843,75.0
3.1769686,-3.0353787,23.005932,79.0
3.0631256,-2.8867874,21.876904,84.0
3.1107657,-2.8923295,21.916048,85.0
3.0875075,-2.832678,21.461214,86.0
3.08217,-2.7908125,21.141203,87.0
2.962946,-2.6482387,20.058441,88.0
3.06789,-2.7071028,20.501478,88.0
3.2016997,-2.7896361,21.123587,85.0
3.8402586,-3.3044434,25.018267,82.0
4.166066,-3.5408044,26.803955,80.0
4.3364325,-3.6409242,27.557886,78.0
4.48824,-3.7232502,28.17689,76.0
4.743463,-3.8884025,29.42238,73.0
4.3387012,-3.5150034,26.593006,70.0
4.08584,-3.2718782,24.749878,67.0
4.3566117,-3.4488354,26.084463,62.0
4.7004256,-3.678963,27.820671,57.0
5.0966287,-3.944494,29.823969,52.0
5.5003757,-4.209931,31.825876,46.0
6.130324,-4.640806,35.07755,41.0
7.609208,-5.6980834,43.06201,31.0
8.91072,-6.601341,49.88002,26.0
11.567997,-8.479247,64.05897,20.0
14.06682,-10.202896,77.067894,16.0
22.23503,-15.96031,120.53633,12.0
29.968084,-21.290476,160.76366,9.0
36.00505,-25.31968,191.15508,8.0
41.189453,-28.674381,216.44424,8.0
43.283043,-29.832037,225.14304,8.0
48.773346,-33.284943,251.15755,8.0
50.75533,-34.299618,258.7675,8.0
52.97751,-35.455437,267.4389,8.0
50.19582,-33.272324,250.92583,8.0
52.08569,-34.197784,257.85764,8.0
53.058857,-34.509647,260.1606,8.0
53.54671,-34.503,260.06152,8.0
52.418697,-33.46488,252.18892,8.0
